cc_alias	language	lexeme	status	lexeme_source	cognacy_source	comment
road-A	Malayalam	ʋaɻi		Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:478 (B)	; DED5297 Ma. var̤i way, road, path, succession and the way you came, backwards, manner, means, usage, custom.
road-A	Tamil	vaḻi		Andronov 1964 (B)	Andronov 1964 (B); Burrow Emeneau 1961:478 (B)	; DED5297 Ta. var̤i way, path, road, origin, source, means, remedy, homage, manner, method, mode, posterity, descendants, race, family, lineage, relative, dependant, series, line, succession, impression, footprint, trace, usage, antiquity, boon, gift; afterwards.
road-B	Kannada	mārga	LOAN	Andronov 1964 (L)	Andronov 1964 (L)	
road-B	Telugu	ma:ɾgamu	LOAN	Kolipakam fieldwork (A)	Andronov 1964 (L)	
road-C	Malto	pa:odu		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961 (A)	DED4108
road-C	Parji	pāv		Andronov 1964 (B)	Andronov 1964 (B); Burrow Emeneau 1961:364 (B)	; DED4108 Pa. pāv road.
road-D	Badga	ta:ɾi		Kolipakam fieldwork (A)	Kolipakam (B)	High quality look alike to DED3170
road-D	Kolami	daaɾ		Kolipakam (fieldwork) (A)	Kolipakam:275 (A)	high quality look alike to 3170
road-D	Kota	ta:ɾi		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:275 (A)	DED3170
road-D	Kurukh	ɖahaɾe		Kolipakam (fieldwork) (A)	Kolipakam:275 (A)	hihg quality look alike to 3170
road-D	Telugu	da:ɾi		Kolipakam fieldwork (A)	Burrow Emeneau 1961:275 (A)	DED3170
road-E	Betta_Kurumba	baʈʈi		Kolipakam fieldwork (A)		
road-E	Kodava	ba:te		Kolipakam fieldwork (A)	Kolipakam (B)	Self-identified, not similar to any other cognate class
road-E	Telugu	ba:ʈa		Kolipakam fieldwork (A)	Kolipakam (B)	Self-identified, not similar to any other cognate class
road-F	Kannada	raste	LOAN	Kolipakam fieldwork (A)	Kolipakam (L)	Similar to the hindi word for road "rasta"
road-F	Kodava	ɾaste	LOAN	Kolipakam fieldwork (A)	Kolipakam (L)	Similar to the hindi word for road "rasta"
road-F	Ollari_Gadba	rasta		Kolipakam (A); Kolipakam (fieldwork) (A)		
road-F	Yeruva	raste	LOAN	Kolipakam fieldwork (A)	Kolipakam (L)	Similar to the hindi word for road "rasta"
road-G	Toda	a:laɾ		Kolipakam fieldwork (A)	Kolipakam (B); Jordan:DED1278 (B)	Self-identified, not similar to any other cognate class; Lookalike with members of DED1395
road-H	Tulu	paɾvata		Kolipakam fieldwork (A)	Kolipakam (B)	Self-identified, not similar to any other cognate class
road-I	Brahui	saɖak	LOAN	Kolipakam (fieldwork) (A)	Kolipakam (L)	possible loan word from hindi - sadak
road-J	Gondi	haɾɾi		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:212 (A); Kolipakam:212 (A)	; DED2417
road-J	Koya	aɾɾi		Kolipakam fieldwork (A)	Kolipakam:212 (A)	DED2417
road-K	Kolami	ta:ʋu		Kolipakam (fieldwork) (A)	Kolipakam (B)	apparent singleton
root-A	Badga	pe:ɾə		Kolipakam fieldwork (A)	Dunn (B)	same as sister languages
root-A	Betta_Kurumba	bja:ɾə		Kolipakam fieldwork (A)	Dunn (B)	reasonable lookalike
root-A	Kannada	be:ɾu		Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:DED5535 (A)	; DED5535: Ka. bēr(u) root;
root-A	Kodava	be:ɾə		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED 5535 (A)	DED 5535: Koḍ. be·rï root.
root-A	Kolami	ʋe:ɾkam		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961 (A)	DED5535
root-A	Koya	ʋe:ɾ		Kolipakam fieldwork (A)	Dunn:set #5535 (B)	similar to many sister languages
root-A	Kuwi	ʋeɾ		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961 (A)	DED5535
root-A	Malayalam	ʋe:ɾə		Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:DED5535 (A)	; DED5535: Ma. vēr root, origin, cause.
root-A	Parji	vār		Andronov 1964 (B)	Burrow Emeneau 1961:DED5535 (A)	DED5535: Pa. vār (pl. -kul) id. contra Andronov
root-A	Tamil	ʋe:ɾə		Andronov 1964 (B); Kolipakam fieldwork (A)	Andronov 1964 (A); Burrow Emeneau 1961:DED5535 (A)	; DED5535: Ta. vēr root, anything rootlike; foundation
root-A	Telugu	ʋe:ɾu		Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:DED5535 (A)	; DED5535: Te. vēru root.
root-A	Toda	ʋeɾ		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED5535 (A); Dunn (B)	DED5535: To. p&odieresisside;r id. Several forms have either per or ver, so seems a proper cognate; same as sister languages
root-A	Tulu	be:ɾu		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED5535 (A)	DED5535: Tu. bērů root; origin, cause.
root-A	Yeruva	be:ɾə		Kolipakam fieldwork (A)	Dunn (B)	same as sister languages
root-B	Kurukh	pa:da		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:DED4077 (B)	
root-C	Ollari_Gadba	kuɾe		Kolipakam (fieldwork) (A)	Kolipakam (B)	No obvious cognate or entry in DED
root-D	Malto	banda:		Kolipakam (fieldwork) (A)	Kolipakam (B)	No obvious cognate or entry in DED
root-E	Brahui	ɾo:tƐ		Kolipakam (fieldwork) (A)	Kolipakam (B)	No obvious cognate or entry in DED
root-F	Gondi	hi:ɾ		Kolipakam (fieldwork) (A)	Kolipakam (B)	No obvious cognate or entry in DED
round-A	Kannada	baṭṭa	LOAN	Andronov 1964 (L)	Andronov 1964 (L)	
round-A	Kota	ʋaʈam	LOAN	Kolipakam (fieldwork) (A)	Andronov 1964 (L)	
round-A	Malayalam	vaṭṭa-	LOAN	Andronov 1964 (L)	Andronov 1964 (L)	
round-A	Tamil	ʋaʈʈam	LOAN	Andronov 1964 (L); Kolipakam fieldwork (A)	Andronov 1964 (L)	
round-B	Gondi	guɳɖɾal		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:DED1695 (A)	Go. (S.) gunḍkula pēru bead necklace (Voc. 1121); (M.) gonḍra round (Voc. 1195); (ASu.) guṇḍāl id.
round-B	Koya	guɳɖɾa:n		Kolipakam fieldwork (A)	Jordan (B)	Good lookalike with Telegu: guṇḍrani
round-B	Kurukh	guʈiɳɖa		Kolipakam (fieldwork) (A)	Kolipakam (B)	reasonable cognate to DED1695
round-B	Malto	guɖme		Kolipakam (fieldwork) (A)	Dunn (C)	Reasonable cognate candidate, cf. DED1695
round-B	Malto	guɖijo		Kolipakam (fieldwork) (A)	Dunn (C)	Reasonable cognate candidate, cf DED1695
round-B	Telugu	guɳɖɾani		Kolipakam fieldwork (A)	Andronov 1964 (A); Burrow Emeneau 1961:DED1695 (A)	; B&E form: guṇḍrani
round-C	Kannada	duɳɖane		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED3309 (A)	
round-D	Kodava	uɾuʈa		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED664 (A)	B&E form: urïṭ-
round-D	Malayalam	uɾunɖa		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED664 (A)	B&E form: uruṇṭa
round-D	Tamil	uɾunɖai		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED664 (A)	B&E form: uruṇṭai
round-D	Toda	uʈʈi		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED664 (A)	B&E form: uḍy
round-D	Tulu	uɾuʈə		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED664 (B)	B&E form: uṇḍè
round-D	Yeruva	uɾuʈu		Kolipakam fieldwork (A)	Jordan (B)	Lookalike with e.g. Tamil in DED664
round-E	Betta_Kurumba	bəjnsakɾangu:də		Kolipakam fieldwork (A)	Jordan (B)	
round-F	Brahui	go:l peɾi	LOAN	Kolipakam (fieldwork) (A)	Kolipakam (L)	possible loan word from hindi - gol meaning round.
round-G	Kolami	bubbaɾi		Kolipakam (fieldwork) (A)	Kolipakam (B)	apparent singleton. no entry in DED
sand-A	Betta_Kurumba	maɳalə		Kolipakam fieldwork (A)	Jordan (B)	Lookalike with Tamil maɳal
sand-A	Kannada	maraɭu		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED4666 (A)	B&E form: maral
sand-A	Kodava	maɳa		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED4666 (A)	B&E form: maṇa
sand-A	Malayalam	maɳal		Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:DED4666 (A)	; B&E form maṇal
sand-A	Ollari_Gadba	ma:n		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:413 (A)	DED4666
sand-A	Parji	man		Andronov 1964 (B)	Burrow Emeneau 1961:DED4666 (A)	B&E form: man
sand-A	Tamil	maɳal		Andronov 1964 (B); Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:DED4666 (A)	; B&E form maṇal
sand-A	Toda	manal		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED4666 (A)	B&E form er-moḷṇ This form identical to others in the cognate set
sand-A	Yeruva	maɳə		Kolipakam fieldwork (A)	Jordan (B)	Lookalike with Kannada
sand-B	Gondi	uske		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:56 (A)	DED575
sand-B	Kannada	usubu		Andronov 1964 (B)	Andronov 1964 (B); Burrow Emeneau 1961:DED575 (A)	; 
sand-B	Kolami	usuka		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:56 (A)	DED575
sand-B	Koya	isike		Kolipakam fieldwork (A)	Jordan (B)	Lookalike with Telugu isuka
sand-B	Telugu	isuka		Kolipakam fieldwork (A)	Andronov 1964 (A); Burrow Emeneau 1961:DED575 (A)	; B&E forms usuka, isuka, isumu
sand-C	Tulu	pojja		Kolipakam fieldwork (A)	Jordan (B)	
sand-D	Badga	pakke		Kolipakam fieldwork (A)	Jordan (B)	
sand-E	Brahui	ɾe:k		Kolipakam (fieldwork) (A)	Kolipakam (B)	apparent singleton no entry in DED
sand-F	Kurukh	tʃalkuɾu		Kolipakam (fieldwork) (A)	Kolipakam (B)	apparent singleton. no entry in DED
sand-F	Kuwi	bali		Kolipakam (fieldwork) (A)	Kolipakam (B)	high quality look alike with malto form - bali. No entry in DED
sand-G	Malto	ba:li		Kolipakam (fieldwork) (A)	Kolipakam (B)	high quality look alike with kuwi form - bali
say-A	Tamil	tʃollə		Andronov 1964 (B); Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:DED2855 (A)	; 
say-A	Tamil	sollə		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED2855 (A)	
say-B	Malayalam	paɾajuga		Andronov 1964 (B); Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:DED4031 (A)	; 
say-B	Yeruva	paɾe		Kolipakam fieldwork (A)	Dunn:DED4031 (B)	clear cognate
say-C	Kannada	heɭu		Andronov 1964 (B); Kolipakam fieldwork (A)	Andronov 1964 (B)	
say-D	Telugu	tʃeppu		Kolipakam fieldwork (A)	Andronov 1964 (A); Burrow Emeneau 1961:DED1955 (B)	; not included in DED list, but clearly cognate with other DED forms.
say-E	Gondi	in		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:84 (A)	DED868
say-E	Kodava	annə		Kolipakam fieldwork (A)	Dunn:DED868 (C)	Looks cognate with some forms in related languages in the DED list
say-E	Parji	en-		Andronov 1964 (B)	Andronov 1964 (B); Burrow Emeneau 1961:DED868 (A)	; 
say-F	Betta_Kurumba	pə:ɭ		Kolipakam fieldwork (A)	Dunn:DED4430 (B)	clear cognate with DED4430
say-G	Koya	kella		Kolipakam fieldwork (A)	Dunn (B)	apparent singleton
say-H	Badga	egəʋə		Kolipakam fieldwork (A)	Dunn (B)	apparent singleton
say-I	Toda	a:ʋaɖə		Kolipakam fieldwork (A)	Dunn (B)	apparent singleton
say-J	Tulu	paɳaɾa		Kolipakam fieldwork (A)	Dunn (B)	apparent singleton
say-K	Brahui	pa:ning		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961 (A)	DED3887
say-L	Kurukh	bakʰna		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:502 (A)	DED5514
say-M	Kota	paidu		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:356 (A)	DED4003
say-N	Malto	hauɖpo		Kolipakam (fieldwork) (A)	Kolipakam (B)	Apparent singleton. No entry in DED
see-A	Malayalam	ka:ɳuka		Kolipakam fieldwork (A)	Andronov 1964 (B)	
see-A	Tamil	kāṇ-		Andronov 1964 (B)	Andronov 1964 (B)	
see-B	Badga	no:ɖə		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED3794 (A)	
see-B	Betta_Kurumba	no:ɖ ~ najɾ		Kolipakam fieldwork (A)	Dunn (B)	clear cognate
see-B	Kannada	no:ɖu		Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:DED3794 (A)	; 
see-B	Kodava	no:ʈə		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED3794 (A)	
see-B	Kota	no:ʈə		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961 (B)	DED3794
see-B	Toda	nu:ʈ		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED3794 (A)	
see-B	Yeruva	no:ku		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED3794 (B)	identical to sister languages
see-C	Gondi	huɖa		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961 (A)	DED2735
see-C	Ollari_Gadba	tʃu		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961 (A)	DED2735
see-C	Telugu	tʃu:ɖu		Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961 (A)	; DED2735
see-E	Koya	u:ɖa		Kolipakam fieldwork (A)	Dunn (C)	no evidence this is related to any other terms
see-F	Tamil	pa:ɾə		Kolipakam fieldwork (A)	Dunn (C)	no evidence this is related to any other terms
see-G	Tulu	tuʋa:ɾa		Kolipakam fieldwork (A)	Dunn (C)	no evidence this is related to any other terms
see-H	Kurukh	je:ɾna		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961 (A)	DED786
see-I	Brahui	unning		Kolipakam (fieldwork) (A)	Kolipakam (B)	No obvious cognate or entry in DED
see-J	Malto	ʈunɖpo		Kolipakam (fieldwork) (A)	Kolipakam (B)	No obvious cognate or entry in DED
see-K	Kolami	ta:na		Kolipakam (fieldwork) (A)	Kolipakam (B)	No obvious cognates or entry in DED
seed-A	Badga	pittə		Kolipakam fieldwork (A)	Dunn:set 5401 (C)	similar to sister languages
seed-A	Betta_Kurumba	bissə ~ bitʃtʃə		Kolipakam fieldwork (A)	Dunn:DED5401 (B)	same as sister languages
seed-A	Brahui	bedʒdʒ		Kolipakam (fieldwork) (A)	Kolipakam (B)	high quality look alike to 5401
seed-A	Gondi	vidʒdʒa"		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:490 (A)	DED5401
seed-A	Kannada	bede		Andronov 1964 (B)	Andronov 1964 (B); Burrow Emeneau 1961:DED5401 (B)	; DED5401: Ka. bittu to put seeds, sow; bittu, bitta, bir̤tu seed; bittige, bittane act of sowing; bede seed, sowing.
seed-A	Kannada	bi:dʒa		Kolipakam fieldwork (A)	Burrow Emeneau 1961:set 5401 (B)	slightly different forms: bitta, birtu. Some convergence with DED60 Ka. bīya rice when cleaned from the husk, food.?
seed-A	Kolami	ʋittanam		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:490 (A)	DED5401
seed-A	Kota	ʋitu		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:490 (A)	DED5401
seed-A	Kurukh	bi:		Kolipakam (fieldwork) (A)	Kolipakam (B)	high quality look alike to 5401
seed-A	Malayalam	vita		Andronov 1964 (B)	Andronov 1964 (B); Burrow Emeneau 1961:DED5401 (B)	; DED5401: Ma. vittu seed, semen; vitekka to sow seed; vita sowing, sowing season, grain sown; vitar seed.
seed-A	Parji	vittid		Andronov 1964 (B)	Burrow Emeneau 1961:set 5401 (A)	DED5401: Pa. vit- to sow; vittid (pl. vittil) seed, semen. contra Andronov
seed-A	Tamil	ʋedə		Andronov 1964 (B); Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:DED5401 (C)	; Form is not listed in DED5401: Ta. vittu (vitti-), viccu (vicci-) to sow, spread, broadcast; vittu seed, semen; viccu seed; vitai (-pp-, -tt-) to sow seed, publish, deliver, throw; n. seed, testicle; vitaippu sowing.
seed-A	Telugu	ʋittanam		Kolipakam fieldwork (A)	Burrow Emeneau 1961:set 5401 (A)	DED5401: Te. vittu to sow; n. seed, testicle; vittanamu seed, testicle; veda sowing.
seed-A	Telugu	bi:dʒam		Kolipakam fieldwork (A)	Dunn:set 5401 (C)	This form appears in some of the sister languages in DED5401; cf also DED60: Te. biyyamu seeds or grains of Oryza sativa without husks, paddy deprived of the husk, rice.
seed-A	Toda	pittə		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED5401 (A); Dunn:set 5401 (C)	DED5401: To. pït- (pïty-) to sow; pït seed.; similar to sister languages
seed-A	Tulu	bi:dʒa		Kolipakam fieldwork (A)	Dunn:DED5401 (B)	same as sister languages
seed-B	Telugu	gindʒa		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED1523 (A)	DED1523: Te. ginja a seed, a grain.
seed-C	Kurukh	goʈa		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:188 (A)	DED2069
seed-D	Kodava	kuɾu		Kolipakam fieldwork (A)	Burrow Emeneau 1961:set 1781 (A)	set 1781: Koḍ. kuru seed (esp. of jackfruit);
seed-D	Yeruva	kuɾu		Kolipakam fieldwork (A)	Verkerk (A)	High quality look-alike
seed-F	Gondi	peɖe		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:368 (A)	DED4153
seed-F	Koya	pe:ɳɖku		Kolipakam fieldwork (A)	Verkerk (B)	Seems unrelated to any of the other forms
seed-G	Malayalam	paɾippə		Kolipakam fieldwork (A)	Verkerk (B)	Seems unrelated to any of the other forms
sit-A	Tamil	ukka:ɾə		Andronov 1964 (B); Kolipakam fieldwork (A)	Andronov 1964 (B)	
sit-B	Malayalam	iɾikkuga		Andronov 1964 (B); Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:DED480 (A)	; 
sit-B	Toda	eɾakkaɾ		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED480 (C)	reasonable lookalike
sit-B	Yeruva	iɾaiku		Kolipakam fieldwork (A)	Dunn (C)	reasonable lookalike
sit-C	Badga	kuɭəʋə		Kolipakam fieldwork (A)	Dunn:DED1835 (C)	lookalike
sit-C	Kannada	kuɭitiko		Andronov 1964 (B); Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:DED1835 (B)	; not the exact DED form, but close
sit-C	Tulu	kullaɾa		Kolipakam fieldwork (A)	Dunn:DED1835 (C)	lookalike
sit-D	Betta_Kurumba	ku:ɾsu		Kolipakam fieldwork (A)	Dunn:DED1900 (C)	Reasonable lookalike to DED1900
sit-D	Telugu	ku:ɾtʃo		Kolipakam fieldwork (A)	Burrow Emeneau 1961 (A)	DED1900
sit-E	Kurukh	okʰna		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961 (A)	DED930
sit-E	Malto	hokpo		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:90 (A)	Set 930
sit-F	Betta_Kurumba	ku:tnu i:ɾ		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED1728 (C)	reasonable lookalike for first part of apparent compound verb
sit-F	Kannada	ku:tuko		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED1728 (B)	not identical, but the ku:t part is present in some forms
sit-F	Koya	kudda:		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED1728 (A); Dunn (C)	; reasonable lookalike
sit-G	Kodava	aɭe		Kolipakam fieldwork (A)	Dunn:DED1728 (B)	apparent singleton
sit-H	Gondi	udda		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:71 (A)	DED725
sit-H	Kolami	udə		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:71 (A)	DED725
sit-H	Ollari_Gadba	undu		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:71 (A)	DED725
sit-I	Brahui	tu:ling		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:287 (A)	DED3291
sit-J	Brahui	zunɖing		Kolipakam (fieldwork) (A)	Kolipakam (B)	apparent singleton
skin-A	Badga	to:lə		Kolipakam fieldwork (A)	Kolipakam (A)	same form as a closely related language
skin-A	Betta_Kurumba	to:lə		Kolipakam fieldwork (A)	Kolipakam (B)	High quality look alike to set - 3559
skin-A	Gondi	to:l		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:313 (A)	DED3559
skin-A	Kannada	togalu		Andronov 1964 (B)	Andronov 1964 (B); Burrow Emeneau 1961:312 (A)	; set - 3559
skin-A	Kodava	to:lə		Kolipakam fieldwork (A)	Burrow Emeneau 1961:313 (A)	set - 3559
skin-A	Kolami	to:l		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:313 (A)	DED3559
skin-A	Kota	to:lu		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:313 (A)	3559
skin-A	Koya	to:l		Kolipakam fieldwork (A)	Kolipakam (A)	same form as a closely related language
skin-A	Malayalam	toli		Kolipakam fieldwork (A)	Burrow Emeneau 1961:313 (A)	set - 3559
skin-A	Ollari_Gadba	tal		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:313 (A)	DED3559
skin-A	Parji	tōl		Andronov 1964 (B)	Burrow Emeneau 1961:312 (A)	set - 3559
skin-A	Tamil	to:lə		Andronov 1964 (B); Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:312 (A)	; set - 3559
skin-A	Telugu	to:lu		Kolipakam fieldwork (A)	Andronov 1964 (A); Burrow Emeneau 1961:312 (A)	; DED3559
skin-A	Toda	tu:ɾs		Kolipakam fieldwork (A)	Burrow Emeneau 1961:312 (A)	set - 3559
skin-A	Yeruva	to:lu		Kolipakam fieldwork (A)	Kolipakam (A)	Same form as similar language
skin-B	Kannada	tʃaɾma	LOAN	Kolipakam fieldwork (A)	Buck 1949 (L)	Sanskrit carman "skin"; PIE (s)keu- "cover"
skin-B	Malayalam	tʃeɾmam	LOAN	Kolipakam fieldwork (A)	Buck 1949 (L)	Sanskrit carman "skin"; PIE (s)keu- "cover"
skin-B	Telugu	tʃaɾmamu	LOAN	Kolipakam fieldwork (A)	Buck 1949 (L)	Sanskrit carman "skin"; PIE (s)keu- "cover"
skin-B	Tulu	tʃeɾma	LOAN	Kolipakam fieldwork (A)	Buck 1949 (L)	Sanskrit carman "skin"; PIE (s)keu- "cover"
skin-C	Brahui	sil		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:224 (A)	DED2585
skin-D	Malto	tʃa:na		Kolipakam (fieldwork) (A)	Kolipakam (B)	No obvious cognate or entry in DED
skin-E	Kurukh	tʃapʈa		Kolipakam (fieldwork) (A)	Kolipakam (B)	No obvious cognate or entry in DED
sleep-A	Badga	oɾəgədə		Kolipakam fieldwork (A)	Dunn (C)	reasonable lookalike
sleep-A	Betta_Kurumba	aɾgu ~ eɾgu		Kolipakam fieldwork (A)	Dunn (B)	clear cognate
sleep-A	Kodava	oɾa		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED707 (A)	
sleep-A	Kota	oɾəgə		Kolipakam (fieldwork) (A)	Buck 1949:69 (A)	DED707
sleep-A	Malayalam	uɾanguga		Andronov 1964 (B); Kolipakam fieldwork (B)	Andronov 1964 (B); Burrow Emeneau 1961:DED707 (A)	; 
sleep-A	Tamil	uṟaṅku-		Andronov 1964 (B)	Andronov 1964 (B); Burrow Emeneau 1961:DED707 (A)	; 
sleep-A	Toda	oɾkʰə		Kolipakam fieldwork (A)	Dunn (C)	Reasonable quality lookalike
sleep-A	Yeruva	oɾa		Kolipakam fieldwork (A)	Dunn (B)	Identical to close sister language
sleep-B	Kannada	malagu-		Andronov 1964 (B)	Andronov 1964 (B); Burrow Emeneau 1961:DED4735 (A)	; 
sleep-C	Kannada	nidriso	LOAN	Kolipakam fieldwork (A)	Dunn (L)	This looks cognate with /lexeme/820/, classified by Andronov as a loanword
sleep-C	Telugu	nidɾapoʋu	LOAN	Kolipakam fieldwork (A)	Andronov 1964 (L)	
sleep-D	Gondi	mi:ɳɖa		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961 (A)	DED4652
sleep-D	Parji	maḍ-		Andronov 1964 (B)	Andronov 1964 (B)	
sleep-E	Kurukh	khandaɾna		Kolipakam (fieldwork) (A)	Buck 1949:131 (A)	DED1407
sleep-E	Malto	andaɾpo ko:ɖa		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:DED1407 (B)	
sleep-F	Tamil	tu:ngə		Kolipakam fieldwork (A)	Dunn (C)	This might be a reflex of DED3276 or DED3291
sleep-G	Koya	undʒaʈam		Kolipakam fieldwork (A)	Dunn (C)	Apparent singleton
sleep-H	Tulu	dʒippaɾa		Kolipakam fieldwork (A)	Dunn (C)	Apparent singleton
sleep-I	Kolami	i:mangsati		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961 (A)	DED4735
sleep-J	Brahui	xatʃing		Kolipakam (fieldwork) (A)	Kolipakam (B)	No obvious cognates or entry in DED
sleep-K	Malto	anəa		Kolipakam (fieldwork) (A)	Kolipakam (B)	No obvious cognates or entry in DED
small-A	Kodava	tʃeɾijadə		Kolipakam fieldwork (A)	Verkerk (C)	based on Andrnov's coding that Malayalam form is DED1594; this is a look-alike with the Kodava and Malayalam form
small-A	Malayalam	tʃeɾija		Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:DED1594 (C)	; DED1594; "Ma. ciṟṟu, ceṟṟu small; ciṟṟāḷ boy labourer; ceṟu small, little, young, mean; ceṟukuka to shrink; ceṟukkan lad, servant, bridegroom; ceṟukki girl; ceṟuppam, ceṟuma childhood; ceṟuman child, slave, Pulayan; ceṟumi girl, slave girl, Pulachi."
small-A	Tamil	ciṟiya		Andronov 1964 (B)	Andronov 1964 (B); Burrow Emeneau 1961:DED1594 (B)	; DED1594: Ta. ciṟu (cīṟ before vowel), ciṟṟu small; ciṟu (-pp-, -tt-), ciṟuku (ciṟuki-) to be small, short, stunted in growth, shrink, diminish, be impoverished, sink low; ciṟukku (ciṟukki-) to reduce in size or quantity, lessen; ciṟuka sparingly, a little; ciṟukkaṉ boy; ciṟukki girl, wench, maidservant; ciṟumai smallness, insignificance, youth, diminution, poverty, scarcity, baseness; ciṟuval little child, childhood; ciṟuvaṉ boy, son, low person; ciṟuvi daughter; ciṟuvōr little boys, children; ciṟāmpu (ciṟāmpi-) to shrink, look small, grow lean; ciṟār children; ciṟicu that which is small, young boy or girl; ciṟitu that which is small; ciṟiya small, young, base; ciṟiyaṉ insignificant person, boy; ciṟṟāḷ boy, servant, boy or girl cooly.
